,cusip_id,bond_sym_id,company_symbol,trd_exctn_dt,trd_exctn_tm,trd_rpt_dt,trd_rpt_tm,msg_seq_nb,trc_st,scrty_type_cd,wis_fl,cmsn_trd,entrd_vol_qt,rptd_pr,yld_sign_cd,yld_pt,asof_cd,days_to_sttl_ct,sale_cndtn_cd,sale_cndtn2_cd,rpt_side_cd,buy_cmsn_rt,buy_cpcty_cd,sell_cmsn_rt,sell_cpcty_cd,cntra_mp_id,agu_qsr_id,spcl_trd_fl,trdg_mkt_cd,dissem_fl,orig_msg_seq_nb,bloomberg_identifier,sub_prdct,stlmnt_dt,trd_mod_3,trd_mod_4,rptg_party_type,lckd_in_ind,ats_indicator,pr_trd_dt,first_trade_ctrl_date,first_trade_ctrl_num
614779,92344RAA0,VZ.MU,VZ,2002-07-05,36324.0,2002-07-05,36345.0,1537,T,C,N,N,25000.0,98.653,+,6.696963,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
614780,92344RAA0,VZ.MU,VZ,2002-07-05,37597.0,2002-07-05,37609.0,2036,T,C,N,N,6000.0,98.772,+,6.67922,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
614781,92344RAA0,VZ.MU,VZ,2002-07-05,37622.0,2002-07-05,37918.0,2157,T,C,N,N,6000.0,100.272,+,6.459,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
614782,92344RAA0,VZ.MU,VZ,2002-07-05,37622.0,2002-07-05,37929.0,2164,T,C,N,N,6000.0,98.772,+,6.67,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
614783,92344RAA0,VZ.MU,VZ,2002-07-05,37912.0,2002-07-05,37927.0,2162,T,C,N,N,5000.0,97.053,+,6.93741,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
614784,92344RAA0,VZ.MU,VZ,2002-07-05,37941.0,2002-07-05,39397.0,2816,T,C,N,N,5000.0,97.053,+,6.937,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
614785,92344RAA0,VZ.MU,VZ,2002-07-05,37941.0,2002-07-05,39408.0,2819,T,C,N,N,5000.0,97.053,+,6.937,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
614786,92344RAA0,VZ.MU,VZ,2002-07-05,40620.0,2002-07-05,49528.0,7293,T,C,N,N,20000.0,98.899,+,6.66,,0.0,Z,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
614787,92344RAA0,VZ.MU,VZ,2002-07-05,40680.0,2002-07-05,49525.0,7281,T,C,N,N,20000.0,98.8494,+,6.668,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
614788,92344RAA0,VZ.MU,VZ,2002-07-05,43314.0,2002-07-05,43334.0,4628,T,C,N,N,6000.0,98.786,+,6.67717,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
614789,92344RAA0,VZ.MU,VZ,2002-07-05,43339.0,2002-07-05,45131.0,5591,T,C,N,N,6000.0,98.786,+,6.677,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
614790,92344RAA0,VZ.MU,VZ,2002-07-05,43339.0,2002-07-05,45141.0,5596,T,C,N,N,6000.0,98.786,+,6.677,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
614791,92344RAA0,VZ.MU,VZ,2002-07-05,44956.0,2002-07-05,45063.0,5563,T,C,N,N,40000.0,98.930999,+,6.655675,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
614792,92344RAA0,VZ.MU,VZ,2002-07-05,45000.0,2002-07-05,45101.0,5576,T,C,N,N,40000.0,99.356,+,6.5928,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
614793,92344RAA0,VZ.MU,VZ,2002-07-05,45000.0,2002-07-05,45103.0,5578,T,C,N,N,40000.0,98.931,+,6.6557,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
614794,92344RAA0,VZ.MU,VZ,2002-07-05,46325.0,2002-07-05,46326.0,6146,T,C,N,N,20000.0,98.8494,+,6.667779,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
614796,92344RAA0,VZ.MU,VZ,2002-07-05,48527.0,2002-07-05,48676.0,7038,T,C,N,N,2000.0,96.969999,+,6.950062,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
615889,92344UAA3,VZ.MY,VZ,2002-07-05,30960.0,2002-07-05,31002.0,323,T,C,N,N,3000.0,96.53767,+,6.3653,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
615890,92344UAA3,VZ.MY,VZ,2002-07-05,30960.0,2002-07-05,31004.0,324,T,C,N,N,3000.0,94.706,+,6.6337,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
615891,92344UAA3,VZ.MY,VZ,2002-07-05,30979.0,2002-07-05,30982.0,321,T,C,N,N,3000.0,94.706,+,6.633714,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
615892,92344UAA3,VZ.MY,VZ,2002-07-05,41760.0,2002-07-05,41826.0,3970,T,C,N,N,15000.0,94.858,+,6.6112,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
615893,92344UAA3,VZ.MY,VZ,2002-07-05,41760.0,2002-07-05,41828.0,3971,T,C,N,N,15000.0,94.358,+,6.6854,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
615894,92344UAA3,VZ.MY,VZ,2002-07-05,41797.0,2002-07-05,41798.0,3959,T,C,N,N,15000.0,94.358,+,6.685433,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
615895,92344UAA3,VZ.MY,VZ,2002-07-05,43781.0,2002-07-05,43785.0,4799,T,C,N,N,2000.0,93.556899,+,6.805396,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
615896,92344UAA3,VZ.MY,VZ,2002-07-05,45263.0,2002-07-05,45689.0,5900,T,C,N,N,110000.0,94.359999,+,6.685135,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
616236,92344WAA9,VZ.MZ,VZ,2002-07-05,41963.0,2002-07-05,42021.0,4040,T,C,N,N,100000.0,95.71368,+,6.735,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
616237,92344WAA9,VZ.MZ,VZ,2002-07-05,42130.0,2002-07-05,42222.0,4116,T,C,N,N,100000.0,95.713999,+,6.734953,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
616238,92344WAA9,VZ.MZ,VZ,2002-07-05,43574.0,2002-07-05,43594.0,4748,T,C,N,N,5000.0,94.052,+,6.98126,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
616239,92344WAA9,VZ.MZ,VZ,2002-07-05,43920.0,2002-07-05,47732.0,6673,T,C,N,N,5000.0,94.052,+,6.981,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
616573,92344XAA7,VZ.ND,VZ,2002-07-05,35210.0,2002-07-05,35210.0,1166,T,C,N,N,25000.0,99.635199,+,6.924975,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
616574,92344XAA7,VZ.ND,VZ,2002-07-05,35460.0,2002-07-05,42329.0,4180,T,C,N,N,25000.0,99.6352,+,6.925,,0.0,Z,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
616575,92344XAA7,VZ.ND,VZ,2002-07-05,35460.0,2002-07-05,42329.0,4181,T,C,N,N,25000.0,101.125,+,6.714,,0.0,Z,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
617222,925524AH3,VIA.GK,VIA,2002-07-05,44326.0,2002-07-05,44332.0,5167,T,C,N,N,26000.0,107.343,+,7.258058,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
617363,925524AJ9,VIA.GL,VIA,2002-07-01,50048.0,2002-07-05,50084.0,7376,T,C,N,N,6700000.0,108.277,+,6.371,R,0.0,N,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
617364,925524AJ9,VIA.GL,VIA,2002-07-01,50048.0,2002-07-05,50087.0,7377,T,C,N,N,6700000.0,108.277,+,6.371,A,0.0,N,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
617388,925524AJ9,VIA.GL,VIA,2002-07-03,49243.0,2002-07-05,49250.0,7185,T,C,N,N,50000.0,108.265,+,6.372,A,2.0,R,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
617392,925524AJ9,VIA.GL,VIA,2002-07-03,52582.0,2002-07-05,52585.0,7915,T,C,N,N,50000.0,108.265,+,6.372,A,2.0,R,A,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
617397,925524AJ9,VIA.GL,VIA,2002-07-05,36767.0,2002-07-05,36768.0,1665,T,C,N,N,16000.0,107.8816,+,6.430138,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
617398,925524AJ9,VIA.GL,VIA,2002-07-05,40915.0,2002-07-05,40929.0,3437,T,C,N,N,5000.0,103.625,+,7.100273,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
617838,925524AQ3,VIA.GO,VIA,2002-07-03,31703.0,2002-07-05,37170.0,1831,T,C,N,N,10000000.0,101.984999,+,6.327026,A,2.0,R,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
617845,925524AQ3,VIA.GO,VIA,2002-07-03,43200.0,2002-07-05,29108.0,120,T,C,N,N,10000000.0,101.822999,+,6.350936,A,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
617846,925524AQ3,VIA.GO,VIA,2002-07-03,43200.0,2002-07-05,29109.0,123,T,C,N,N,10000000.0,101.822999,+,6.350936,A,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
618489,927804CE2,D.HM,D,2002-07-05,39162.0,2002-07-05,39227.0,2705,T,C,N,N,335000.0,107.926,+,5.768974,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
618490,927804CE2,D.HM,D,2002-07-05,39162.0,2002-07-05,39227.0,5785,C,C,N,N,335000.0,107.926,+,5.768974,,,@,,B,,P,,P,D,,,S1,N,2705.0,,,,,,,,,,,
618642,927804CS1,D.HS,D,2002-07-05,34560.0,2002-07-05,45327.0,5741,T,C,N,N,2000.0,1.0309,+,6.289,,0.0,Z,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
618645,927804CS1,D.HS,D,2002-07-05,38220.0,2002-07-05,45327.0,5742,T,C,N,N,3000.0,1.0392,+,5.601,,0.0,Z,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
618648,927804CS1,D.HS,D,2002-07-05,40800.0,2002-07-05,40803.0,3395,T,C,N,N,11000.0,95.5,+,7.164,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
618649,927804CS1,D.HS,D,2002-07-05,42720.0,2002-07-05,43789.0,4800,T,C,N,Y,25000.0,104.5,+,6.573,,0.0,@,,S,,P,2.5,P,C,,,S1,N,,,,,,,,,,,,
618650,927804CS1,D.HS,D,2002-07-05,44535.0,2002-07-05,44879.0,5474,T,C,N,Y,25000.0,104.5,+,6.573,,0.0,@,,S,,P,2.5,P,C,,,S1,N,,,,,,,,,,,,
618707,927804CU6,D.HU,D,2002-07-05,37198.0,2002-07-05,37333.0,1882,T,C,N,N,20000.0,108.0,+,6.347,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
618708,927804CU6,D.HU,D,2002-07-05,40560.0,2002-07-05,44163.0,4951,T,C,N,N,20000.0,108.0,+,6.347,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
618711,927804CV4,D.HV,D,2002-07-05,37194.0,2002-07-05,37417.0,1908,T,C,N,N,25000.0,107.0,+,6.544,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
618712,927804CV4,D.HV,D,2002-07-05,40620.0,2002-07-05,44163.0,4953,T,C,N,N,25000.0,107.0,+,6.544,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
618756,927804EN0,D.IE,D,2002-07-05,47040.0,2002-07-05,55633.0,8408,T,C,N,N,25000.0,101.368,+,5.337,,0.0,Z,A,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
618757,927804EN0,D.IE,D,2002-07-05,47598.0,2002-07-05,47607.0,6579,T,C,N,N,25000.0,101.368,+,5.337094,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
618758,927804EN0,D.IE,D,2002-07-05,55620.0,2002-07-05,55664.0,8410,T,C,N,N,25000.0,100.959,+,5.459,,2.0,R,A,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
619828,928615AD5,DT.GJ,DT,2002-07-03,35345.0,2002-07-05,35355.0,1211,T,C,N,N,145000.0,70.0,+,13.332139,A,2.0,R,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
619832,928615AD5,DT.GJ,DT,2002-07-05,39983.0,2002-07-05,39997.0,3023,T,C,N,N,24026000.0,70.0,+,13.338284,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
619923,929160AB5,VMC.GA,VMC,2002-07-03,50430.0,2002-07-05,37159.0,1824,T,C,N,N,500000.0,101.753,+,5.680955,A,2.0,R,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
619925,929160AB5,VMC.GA,VMC,2002-07-05,33401.0,2002-07-05,33472.0,728,T,C,N,N,5000.0,100.263,+,5.949987,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
619926,929160AB5,VMC.GA,VMC,2002-07-05,33509.0,2002-07-05,33896.0,852,T,C,N,N,5000.0,100.263,+,5.949987,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
620080,92929QAA5,WMI.GG,WMI,2002-07-05,49614.0,2002-07-05,49758.0,7327,T,C,N,N,50000.0,102.25,+,4.681465,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620081,92929QAA5,WMI.GG,WMI,2002-07-05,49633.0,2002-07-05,49761.0,7328,T,C,N,N,50000.0,102.25,+,4.681465,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
620262,92929QAR8,WMI.GM,WMI,2002-07-05,35017.0,2002-07-05,35020.0,1100,T,C,N,Y,50000.0,102.5,+,6.252,,0.0,@,,B,0.25,P,,P,C,,,S1,N,,,,,,,,,,,,
620263,92929QAR8,WMI.GM,WMI,2002-07-05,48216.0,2002-07-05,48315.0,6901,T,C,N,N,310000.0,103.207999,+,6.130067,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620308,92931BAA4,WPS.GA,WPS,2002-07-05,45840.0,2002-07-05,55525.0,8399,T,C,N,N,25000.0,1.07485,+,5.73,,0.0,Z,A,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620312,92931BAA4,WPS.GA,WPS,2002-07-05,47040.0,2002-07-05,51334.0,7675,T,C,N,N,110000.0,107.485,+,5.73,,0.0,A,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
620313,92931BAA4,WPS.GA,WPS,2002-07-05,47040.0,2002-07-05,51342.0,7717,T,C,N,N,25000.0,1.07485,+,5.73,,0.0,A,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620316,92931BAA4,WPS.GA,WPS,2002-07-05,49769.0,2002-07-05,49772.0,7331,T,C,N,N,200000.0,105.774,+,6.010051,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620317,92931BAA4,WPS.GA,WPS,2002-07-05,49779.0,2002-07-05,49781.0,7333,T,C,N,N,200000.0,105.894999,+,5.990071,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
620318,92931BAA4,WPS.GA,WPS,2002-07-05,49779.0,2002-07-05,49781.0,7428,C,C,N,N,200000.0,105.894999,+,5.990071,,,@,,S,,P,,P,C,,,S1,N,7333.0,,,,,,,,,,,
620362,929771AB9,WB.MI,WB,2002-07-05,36687.0,2002-07-05,37907.0,2153,T,C,N,N,50000.0,102.813,+,2.624,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
620363,929771AB9,WB.MI,WB,2002-07-05,36687.0,2002-07-05,37911.0,2154,T,C,N,N,50000.0,102.7157,+,2.751,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
620472,929771AF0,WB.MM,WB,2002-07-05,48794.0,2002-07-05,48798.0,7075,T,C,N,N,25000.0,106.338999,+,4.982941,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620565,929771AL7,WB.MO,WB,2002-07-05,44100.0,2002-07-05,50115.0,7393,T,C,N,N,21000.0,101.49,+,5.347301,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
620566,929771AL7,WB.MO,WB,2002-07-05,47727.0,2002-07-05,47728.0,6637,T,C,N,N,21000.0,101.489999,+,5.349625,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
620628,929771AM5,WB.MP,WB,2002-07-05,37972.0,2002-07-05,37975.0,2191,T,C,N,N,3000.0,102.875,+,5.626,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620661,929771AN3,WB.MQ,WB,2002-07-05,38861.0,2002-07-05,39297.0,2729,T,C,N,N,250000.0,105.93,+,3.520857,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620662,929771AN3,WB.MQ,WB,2002-07-05,41430.0,2002-07-05,41433.0,3806,T,C,N,N,25000.0,105.771,+,3.602994,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620747,929771AR4,WB.MT,WB,2002-07-05,37852.0,2002-07-05,44484.0,5253,T,C,N,N,1300000.0,104.992,+,2.869962,,0.0,Z,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
620748,929771AR4,WB.MT,WB,2002-07-05,38061.0,2002-07-05,44487.0,5254,T,C,N,N,1300000.0,105.555999,+,2.430319,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
620807,929903AA0,WB.MV,WB,2002-07-05,31980.0,2002-07-05,40528.0,3250,T,C,N,N,2000.0,100.55,+,4.805,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
620808,929903AA0,WB.MV,WB,2002-07-05,35746.0,2002-07-05,35749.0,1342,T,C,N,N,2000.0,100.55,+,4.805,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
620809,929903AA0,WB.MV,WB,2002-07-05,38392.0,2002-07-05,39354.0,2789,T,C,N,N,6000.0,102.812,+,4.228,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
620810,929903AA0,WB.MV,WB,2002-07-05,38392.0,2002-07-05,39366.0,2792,T,C,N,N,6000.0,101.312,+,4.609,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
620811,929903AA0,WB.MV,WB,2002-07-05,39193.0,2002-07-05,39900.0,2973,T,C,N,N,6000.0,101.311999,+,4.609032,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
621390,931142AQ6,WMT.GC,WMT,2002-07-03,46177.0,2002-07-05,46180.0,6086,T,C,N,Y,175000.0,103.703,+,2.264,R,0.0,@,,B,0.035,P,,P,C,,,S1,N,,,,,,,,,,,,
621395,931142AQ6,WMT.GC,WMT,2002-07-05,46177.0,2002-07-05,46183.0,6089,T,C,N,Y,175000.0,103.703,+,2.264,,0.0,@,,B,0.035,P,,P,C,,,S1,N,,,,,,,,,,,,
621396,931142AQ6,WMT.GC,WMT,2002-07-05,47040.0,2002-07-05,51334.0,7672,T,C,N,N,76000.0,103.673,+,2.311,,0.0,A,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
621733,931142AT0,WMT.GF,WMT,2002-07-05,40020.0,2002-07-05,40184.0,3080,T,C,N,N,10000.0,104.121999,+,4.500228,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
621734,931142AT0,WMT.GF,WMT,2002-07-05,44100.0,2002-07-05,44158.0,4929,T,C,N,N,100000.0,106.9916,+,3.5839,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
621735,931142AT0,WMT.GF,WMT,2002-07-05,48240.0,2002-07-05,51328.0,7599,T,C,N,N,65000.0,105.111,+,4.181,,0.0,A,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
621736,931142AT0,WMT.GF,WMT,2002-07-05,51731.0,2002-07-05,51732.0,7780,T,C,N,N,65000.0,105.111,+,4.181,,0.0,A,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
622110,931142AU7,WMT.GG,WMT,2002-07-05,60.0,2002-07-05,33308.0,669,T,C,N,Y,15000.0,109.03,+,5.995,,0.0,Z,,S,,P,0.03,P,C,,Y,S1,N,,,,,,,,,,,,
622111,931142AU7,WMT.GG,WMT,2002-07-05,43740.0,2002-07-05,44739.0,5390,T,C,N,Y,50000.0,108.655,+,6.024,,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
622112,931142AU7,WMT.GG,WMT,2002-07-05,50820.0,2002-07-05,51970.0,7831,T,C,N,Y,8000.0,108.655,+,6.024,,0.0,A,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
622233,931142AV5,WMT.GH,WMT,2002-07-05,31871.0,2002-07-05,43642.0,4761,T,C,N,N,20000.0,107.432,+,3.315,,0.0,Z,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
622234,931142AV5,WMT.GH,WMT,2002-07-05,31871.0,2002-07-05,43642.0,4762,T,C,N,N,20000.0,107.032,+,3.54,,0.0,Z,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
622235,931142AV5,WMT.GH,WMT,2002-07-05,31871.0,2002-07-05,43643.0,4763,T,C,N,N,20000.0,107.432,+,3.325,,0.0,Z,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
622236,931142AV5,WMT.GH,WMT,2002-07-05,33654.0,2002-07-05,33657.0,769,T,C,N,Y,5000.0,105.0,+,4.09,,0.0,@,,B,1.0,P,,P,C,,,S1,N,,,,,,,,,,,,
622237,931142AV5,WMT.GH,WMT,2002-07-05,41251.0,2002-07-05,41724.0,3930,T,C,N,N,25000.0,107.23,+,3.423747,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
622238,931142AV5,WMT.GH,WMT,2002-07-05,43197.0,2002-07-05,43260.0,4594,T,C,N,N,20000.0,107.432,+,3.315287,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
622465,931142BD4,WMT.GN,WMT,2002-07-03,51200.0,2002-07-05,51225.0,7558,T,C,N,N,275000.0,106.25,+,3.418394,A,2.0,R,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622468,931142BD4,WMT.GN,WMT,2002-07-03,51764.0,2002-07-05,51229.0,7559,T,C,N,N,275000.0,106.25,+,3.418394,A,2.0,R,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622469,931142BD4,WMT.GN,WMT,2002-07-05,42035.0,2002-07-05,42042.0,4047,T,C,N,N,30000.0,105.7,+,3.681,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622470,931142BD4,WMT.GN,WMT,2002-07-05,45386.0,2002-07-05,45387.0,5778,T,C,N,N,16000.0,106.9838,+,3.062384,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622471,931142BD4,WMT.GN,WMT,2002-07-05,48480.0,2002-07-05,48519.0,6989,T,C,N,N,25000.0,106.456,+,3.315,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
622472,931142BD4,WMT.GN,WMT,2002-07-05,48487.0,2002-07-05,48487.0,6976,T,C,N,N,25000.0,106.4564,+,3.315194,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
622875,931142BE2,WMT.GO,WMT,2002-07-03,36840.0,2002-07-05,43810.0,4807,T,C,N,N,5000.0,109.569,+,5.239928,R,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
622876,931142BE2,WMT.GO,WMT,2002-07-03,36840.0,2002-07-05,43810.0,4808,T,C,N,N,5000.0,109.569,+,5.239928,A,0.0,@,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
622914,931142BE2,WMT.GO,WMT,2002-07-05,28800.0,2002-07-05,30076.0,229,T,C,N,N,202000.0,109.7,+,,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622915,931142BE2,WMT.GO,WMT,2002-07-05,37440.0,2002-07-05,51330.0,7620,T,C,N,N,4000.0,109.5,+,5.251,,0.0,Z,A,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
622916,931142BE2,WMT.GO,WMT,2002-07-05,37807.0,2002-07-05,40744.0,3364,T,C,N,N,50000.0,109.317999,+,5.280062,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622917,931142BE2,WMT.GO,WMT,2002-07-05,37807.0,2002-07-05,41272.0,3726,T,C,N,N,50000.0,109.318,+,5.280062,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622918,931142BE2,WMT.GO,WMT,2002-07-05,40944.0,2002-07-05,41049.0,3501,T,C,N,N,5000.0,109.0,+,5.331675,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622919,931142BE2,WMT.GO,WMT,2002-07-05,43125.0,2002-07-05,43128.0,4536,T,C,N,Y,14000.0,113.934,+,4.839,,0.0,@,,S,,P,1.85,P,C,,,S1,Y,,,,,,,,,,,,
622920,931142BE2,WMT.GO,WMT,2002-07-05,43131.0,2002-07-05,43134.0,4538,T,C,N,Y,10000.0,113.934,+,4.839,,0.0,@,,S,,P,1.85,P,C,,,S1,Y,,,,,,,,,,,,
622921,931142BE2,WMT.GO,WMT,2002-07-05,44040.0,2002-07-05,54923.0,8297,T,C,N,N,7000.0,109.195,+,5.3,,0.0,Z,A,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
622922,931142BE2,WMT.GO,WMT,2002-07-05,44645.0,2002-07-05,44659.0,5338,T,C,N,N,8000.0,109.904,+,5.18536,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
622923,931142BE2,WMT.GO,WMT,2002-07-05,45300.0,2002-07-05,47726.0,6624,T,C,N,N,8000.0,109.904,+,5.185,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
622924,931142BE2,WMT.GO,WMT,2002-07-05,45426.0,2002-07-05,45427.0,5790,T,C,N,N,35000.0,109.9,+,5.186,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
622925,931142BE2,WMT.GO,WMT,2002-07-05,45449.0,2002-07-05,45716.0,5912,T,C,N,N,35000.0,109.9,+,,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
622926,931142BE2,WMT.GO,WMT,2002-07-05,45449.0,2002-07-05,45717.0,5913,T,C,N,N,35000.0,109.9,+,5.186,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
622927,931142BE2,WMT.GO,WMT,2002-07-05,45540.0,2002-07-05,45558.0,5852,T,C,N,N,1000.0,109.391999,+,5.268077,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
622928,931142BE2,WMT.GO,WMT,2002-07-05,45554.0,2002-07-05,45572.0,5859,T,C,N,N,4000.0,109.992,+,5.171269,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
